DATA	COD_ITEM	COD_VENDEDOR	VOLUME_META	RECEITA_META	VOLUME_FATURADO	RECEITA_FATURADO
7/4/2002	LC06	18	10	6400	15	12811
7/4/2002	LC06	28	29	18560	26	15976
7/4/2002	LC06	29	6	3840	14	8068
7/4/2002	LC06	1007	11	7040	10	6544
7/4/2002	RB38	3	6	5280	7	5579
7/4/2002	RB38	5	9	7920	3	2948
7/4/2002	RB38	6	2	1760	6	5430
7/4/2002	RB38	9	12	10560	10	8164
7/4/2002	RB38	13	3	2640	5	5160
7/4/2002	RB38	23	6	5280	10	9686
7/4/2002	RB38	28	4	3520	7	7352
7/4/2002	RB38	32	5	4400	13	13514
7/4/2002	RB38	1000	3	2640	8	8456
7/4/2002	RB38	1007	14	12320	14	11426
7/4/2002	RB38	1033	16	14080	17	16981
7/4/2002	RB44	6	12	13800	11	10594
7/4/2002	RB44	7	2	2300	7	6959
7/4/2002	RB44	9	3	3450	14	14092
7/4/2002	RB44	24	12	13800	11	11303
7/4/2002	RB44	1005	6	6900	6	6994
7/4/2002	RB44	1033	11	12650	6	7686
7/4/2002	RC27	3	9	4410	11	6080
7/4/2002	RC27	16	4	1960	6	3527
7/4/2002	RC27	17	2	980	5	2546
7/4/2002	RC27	18	13	6370	3	1320
7/4/2002	RC27	25	13	6370	9	3975
7/4/2002	RC27	1007	8	3920	14	6168
7/4/2002	RC27	1022	10	4900	9	5301
7/4/2002	RC27	1032	18	8820	19	9395
7/4/2002	RC32	2	2	1180	7	4967
7/4/2002	RC32	13	13	7670	12	7524
7/4/2002	RC32	15	12	7080	6	3853
7/4/2002	RC32	16	13	7670	14	8885
7/4/2002	RC32	32	10	5900	6	4351
7/4/2002	RC32	1004	3	1770	3	1651
7/4/2002	RC32	1005	3	1770	11	5979
7/4/2002	RC32	1007	9	5310	8	5290
7/4/2002	RC32	1020	13	7670	5	3440
8/4/2002	AC08	3	8	4080	13	6970
8/4/2002	AC08	6	14	7140	4	2221
8/4/2002	AC08	7	21	10710	15	7104
8/4/2002	AC08	15	12	6120	3	1377
8/4/2002	AC08	17	13	6630	8	3604
8/4/2002	AC08	18	8	4080	10	5012
8/4/2002	AC08	25	4	2040	12	5405
8/4/2002	AC08	1007	7	3570	10	5189
8/4/2002	AC08	1017	8	4080	7	4355
8/4/2002	FB04	6	13	6825	5	2392
8/4/2002	FB04	14	4	2100	4	1742
8/4/2002	FB04	23	12	6300	3	1703
8/4/2002	FB04	24	5	2625	13	6986
8/4/2002	FB04	25	7	3675	6	3545
8/4/2002	FB04	1004	18	9450	9	5084
8/4/2002	FB06	5	12	8400	13	11642
8/4/2002	FB06	6	4	2800	13	8507
8/4/2002	FB06	15	8	5600	14	11263
8/4/2002	FB06	17	2	1400	10	8504
8/4/2002	FB06	23	9	6300	2	1571
8/4/2002	FB06	1004	14	9800	13	9550
8/4/2002	FC04	1	3	900	10	3450
8/4/2002	FC04	3	9	2700	9	3273
8/4/2002	FC04	7	2	600	2	770
8/4/2002	FC04	16	14	4200	2	606
8/4/2002	FC04	18	8	2400	5	1229
8/4/2002	FC04	1018	5	1500	8	2429
8/4/2002	FC04	1023	12	3600	7	2603
8/4/2002	FC04	1033	8	2400	10	4018
8/4/2002	LB08	3	6	5400	10	8528
8/4/2002	LB08	5	14	12600	6	5846
8/4/2002	LB08	6	9	8100	15	11455
8/4/2002	LB08	14	9	8100	8	7812
8/4/2002	LB08	18	26	23400	16	12471
8/4/2002	LB08	23	3	2700	6	4589
8/4/2002	LB08	24	1	900	1	774
8/4/2002	LB08	32	13	11700	5	5191
8/4/2002	LB08	1033	14	12600	8	7621
8/4/2002	LC06	2	19	12160	7	4805
8/4/2002	LC06	5	6	3840	7	4979
8/4/2002	LC06	7	22	14080	11	6585
8/4/2002	LC06	9	5	3200	4	2410
8/4/2002	LC06	14	5	3200	13	10945
8/4/2002	LC06	15	11	7040	11	9356
8/4/2002	LC06	23	14	8960	4	2778
8/4/2002	LC06	25	14	8960	3	1771
8/4/2002	LC06	1005	3	1920	5	4297
8/4/2002	LC06	1016	14	8960	11	7824
8/4/2002	LC06	1021	2	1280	8	6605
8/4/2002	LC06	1261	11	7040	11	9109
8/4/2002	RB38	7	39	34320	25	22479
8/4/2002	RB38	9	5	4400	16	15708
8/4/2002	RB38	13	8	7040	12	11498
8/4/2002	RB38	16	16	14080	6	5188
8/4/2002	RB38	25	12	10560	3	2973
8/4/2002	RB38	28	6	5280	3	2720
8/4/2002	RB38	32	5	4400	6	4792
8/4/2002	RB38	1004	3	2640	5	4674
8/4/2002	RB38	1005	2	1760	12	10911
8/4/2002	RB38	1033	5	4400	3	2676
8/4/2002	RB44	2	9	10350	9	10177
8/4/2002	RB44	14	14	16100	9	11637
8/4/2002	RB44	16	2	2300	3	2832
8/4/2002	RB44	23	7	8050	11	12808
8/4/2002	RB44	1007	5	5750	10	12750
8/4/2002	RB44	1021	6	6900	13	17224
8/4/2002	RC27	2	5	2450	13	6214
8/4/2002	RC27	5	6	2940	3	1668
8/4/2002	RC27	14	7	3430	8	3817
8/4/2002	RC27	16	9	4410	14	6536
8/4/2002	RC27	25	1	490	5	2475
8/4/2002	RC27	1004	5	2450	10	4881
8/4/2002	RC32	2	11	6490	9	6744
8/4/2002	RC32	9	15	8850	4	2154
8/4/2002	RC32	15	28	16520	12	7671
8/4/2002	RC32	25	15	8850	12	7482
8/4/2002	RC32	28	22	12980	8	5055
9/4/2002	AC08	3	5	2550	3	1539
9/4/2002	AC08	5	3	1530	13	5705
9/4/2002	AC08	7	10	5100	13	7717
9/4/2002	AC08	13	3	1530	11	4739
9/4/2002	AC08	17	12	6120	12	6993
9/4/2002	AC08	1004	8	4080	11	4847
9/4/2002	AC08	1015	9	4590	6	3107
9/4/2002	FB04	9	8	4200	11	6048
9/4/2002	FB04	13	11	5775	13	5766
9/4/2002	FB04	16	7	3675	12	6815
9/4/2002	FB04	32	2	1050	9	4706
9/4/2002	FB04	1007	7	3675	12	5863
9/4/2002	FB04	1032	4	2100	11	5688
9/4/2002	FB06	6	11	7700	7	5376
9/4/2002	FB06	13	23	16100	14	9117
9/4/2002	FB06	17	7	4900	2	1633
9/4/2002	FB06	1005	6	4200	22	17473
9/4/2002	FB06	1007	14	9800	14	10950
9/4/2002	FB06	1033	4	2800	12	8218
9/4/2002	FC04	1	11	3300	6	2471
9/4/2002	FC04	3	7	2100	4	1166
9/4/2002	FC04	7	21	6300	7	2761
9/4/2002	FC04	14	15	4500	3	1236
9/4/2002	FC04	16	11	3300	5	1399
9/4/2002	FC04	18	10	3000	3	963
9/4/2002	FC04	24	9	2700	3	1188
9/4/2002	FC04	29	8	2400	4	998
9/4/2002	LB08	2	13	11700	11	10154
9/4/2002	LB08	3	12	10800	11	11307
9/4/2002	LB08	4	10	9000	11	10618
9/4/2002	LB08	9	10	9000	8	7503
9/4/2002	LB08	16	8	7200	13	12935
9/4/2002	LB08	32	1	900	14	11529
9/4/2002	LC06	7	1	640	4	2572
9/4/2002	LC06	14	14	8960	16	11834
9/4/2002	LC06	16	7	4480	8	5099
9/4/2002	LC06	17	10	6400	1	764
9/4/2002	LC06	18	11	7040	8	5619
9/4/2002	LC06	23	3	1920	13	9333
9/4/2002	LC06	24	3	1920	10	6716
9/4/2002	LC06	28	6	3840	10	7621
9/4/2002	LC06	29	9	5760	2	1714
9/4/2002	LC06	1005	6	3840	15	12445
9/4/2002	RB38	5	19	16720	23	21205
9/4/2002	RB38	6	17	14960	18	17779
9/4/2002	RB38	15	13	11440	4	4148
9/4/2002	RB38	16	13	11440	4	3747
9/4/2002	RB38	23	11	9680	2	1879
9/4/2002	RB38	1007	1	880	12	10507
9/4/2002	RB38	1033	23	20240	16	13461
9/4/2002	RB44	2	4	4600	11	13280
9/4/2002	RB44	6	12	13800	26	31902
9/4/2002	RB44	7	2	2300	14	15592
9/4/2002	RB44	17	14	16100	13	15133
9/4/2002	RB44	24	5	5750	14	16961
9/4/2002	RB44	28	13	14950	8	10228
9/4/2002	RB44	1004	7	8050	5	5154
9/4/2002	RB44	1018	15	17250	4	4785
9/4/2002	RB44	1019	2	2300	7	8556
9/4/2002	RC27	1	8	3920	11	4913
9/4/2002	RC27	2	8	3920	9	4783
9/4/2002	RC27	3	13	6370	1	587
9/4/2002	RC27	6	8	3920	7	3049
9/4/2002	RC27	16	8	3920	10	4281
9/4/2002	RC27	25	15	7350	5	2844
9/4/2002	RC27	1005	2	980	9	4524
9/4/2002	RC27	1007	11	5390	9	4046
9/4/2002	RC27	1032	16	7840	12	5528
9/4/2002	RC27	1033	1	490	14	6852
9/4/2002	RC32	1	12	7080	4	2261
9/4/2002	RC32	2	11	6490	10	5882
9/4/2002	RC32	5	12	7080	13	6565
9/4/2002	RC32	6	27	15930	12	6103
9/4/2002	RC32	7	13	7670	15	10546
9/4/2002	RC32	14	3	1770	7	4655
9/4/2002	RC32	17	12	7080	14	9072
9/4/2002	RC32	28	21	12390	11	7330
9/4/2002	RC32	32	3	1770	5	2618
9/4/2002	RC32	1007	5	2950	3	1800
10/4/2002	AC08	2	3	1530	12	5583
10/4/2002	AC08	5	4	2040	13	6648
10/4/2002	AC08	7	5	2550	3	1755
10/4/2002	AC08	18	2	1020	3	1653
10/4/2002	AC08	23	4	2040	11	6041
10/4/2002	AC08	28	32	16320	40	21350
10/4/2002	AC08	29	14	7140	6	3559
10/4/2002	AC08	1004	15	7650	13	6034
10/4/2002	AC08	1005	6	3060	4	2471
10/4/2002	AC08	1033	18	9180	16	7614
10/4/2002	FB04	14	12	6300	13	5788
10/4/2002	FB04	25	7	3675	6	3333
10/4/2002	FB04	1004	15	7875	13	6564
10/4/2002	FB06	17	14	9800	2	1316
10/4/2002	FB06	18	4	2800	3	2235
10/4/2002	FB06	23	4	2800	10	8245
10/4/2002	FB06	24	4	2800	13	9856
10/4/2002	FB06	28	2	1400	3	1864
10/4/2002	FB06	32	9	6300	2	1765
10/4/2002	FB06	1032	13	9100	23	18685
10/4/2002	FC04	3	10	3000	12	4432
10/4/2002	FC04	5	4	1200	2	765
10/4/2002	FC04	6	7	2100	7	2864
10/4/2002	FC04	13	14	4200	14	4869
10/4/2002	FC04	16	4	1200	8	2740
10/4/2002	FC04	23	25	7500	18	7394
10/4/2002	FC04	1033	12	3600	3	769
10/4/2002	LB08	2	7	6300	1	1045
10/4/2002	LB08	9	2	1800	10	8983
10/4/2002	LB08	24	21	18900	15	15660
10/4/2002	LB08	25	13	11700	3	3285
10/4/2002	LB08	29	6	5400	7	7349
10/4/2002	LB08	32	9	8100	5	4554
10/4/2002	LB08	1004	13	11700	11	11296
10/4/2002	LC06	1	22	14080	21	15940
10/4/2002	LC06	6	2	1280	8	5372
10/4/2002	LC06	7	2	1280	4	3434
10/4/2002	LC06	9	11	7040	9	7297
10/4/2002	LC06	14	4	2560	14	9328
10/4/2002	LC06	15	12	7680	10	6566
10/4/2002	LC06	16	7	4480	3	2454
10/4/2002	LC06	17	4	2560	12	9722
10/4/2002	LC06	1007	12	7680	9	7052
10/4/2002	LC06	1033	3	1920	3	2304
10/4/2002	RB38	3	3	2640	1	830
10/4/2002	RB38	9	13	11440	13	10613
10/4/2002	RB38	15	1	880	1	974
10/4/2002	RB38	23	9	7920	8	7804
10/4/2002	RB38	25	4	3520	2	1822
10/4/2002	RB38	28	2	1760	3	2983
10/4/2002	RB38	1032	5	4400	12	9822
10/4/2002	RB38	1033	11	9680	2	1842
10/4/2002	RB44	6	4	4600	1	1212
10/4/2002	RB44	15	13	14950	8	10334
10/4/2002	RB44	23	11	12650	18	22572
10/4/2002	RB44	1004	20	23000	22	27430
10/4/2002	RB44	1033	27	31050	20	21023
10/4/2002	RC27	3	12	5880	20	9796
10/4/2002	RC27	5	5	2450	10	5343
10/4/2002	RC27	7	29	14210	33	15351
10/4/2002	RC27	1005	14	6860	14	6647
10/4/2002	RC27	1016	5	2450	13	6721
10/4/2002	RC27	1021	13	6370	15	8634
10/4/2002	RC27	1032	15	7350	8	4230
10/4/2002	RC32	5	6	3540	11	7053
10/4/2002	RC32	18	9	5310	10	5810
10/4/2002	RC32	23	12	7080	14	7974
10/4/2002	RC32	25	5	2950	4	2503
10/4/2002	RC32	29	13	7670	11	5651
10/4/2002	RC32	1007	13	7670	8	4659
10/4/2002	RC32	1033	5	2950	14	8404
11/4/2002	AC08	2	9	4590	6	2701
11/4/2002	AC08	3	20	10200	16	8141
11/4/2002	AC08	6	8	4080	7	3258
11/4/2002	AC08	7	2	1020	6	3598
11/4/2002	AC08	13	14	7140	8	4133
11/4/2002	AC08	14	11	5610	11	5986
11/4/2002	AC08	18	6	3060	10	4373
11/4/2002	AC08	24	13	6630	20	11314
11/4/2002	AC08	25	2	1020	7	4001
11/4/2002	AC08	28	13	6630	5	2523
11/4/2002	FB04	2	5	2625	7	3529
11/4/2002	FB04	24	12	6300	2	1139
11/4/2002	FB04	1007	13	6825	13	5826
11/4/2002	FB06	1	7	4900	5	3141
11/4/2002	FB06	5	7	4900	6	5232
11/4/2002	FB06	6	11	7700	8	5972
11/4/2002	FB06	18	8	5600	3	2315
11/4/2002	FB06	23	10	7000	13	11414
11/4/2002	FB06	1007	9	6300	22	17357
11/4/2002	FC04	13	11	3300	2	698
11/4/2002	FC04	14	2	600	12	4249
11/4/2002	FC04	17	2	600	2	740
11/4/2002	FC04	18	10	3000	20	8060
11/4/2002	FC04	24	14	4200	7	2307
11/4/2002	FC04	28	8	2400	10	3462
11/4/2002	FC04	1005	7	2100	9	3095
11/4/2002	FC04	1032	4	1200	2	859
11/4/2002	LB08	2	14	12600	7	6173
11/4/2002	LB08	4	8	7200	4	3712
11/4/2002	LB08	5	14	12600	14	11699
11/4/2002	LB08	6	23	20700	20	20815
11/4/2002	LB08	9	13	11700	8	7324
11/4/2002	LB08	14	11	9900	8	6235
11/4/2002	LB08	16	12	10800	11	10501
11/4/2002	LB08	18	21	18900	22	20422
11/4/2002	LB08	25	13	11700	8	8985
11/4/2002	LB08	1004	3	2700	15	16792
11/4/2002	LB08	1005	3	2700	3	2308
11/4/2002	LB08	1018	12	10800	5	5280
11/4/2002	LB08	1032	11	9900	11	10133
11/4/2002	LB08	1033	7	6300	13	13763
11/4/2002	LC06	3	7	4480	6	3574
11/4/2002	LC06	5	7	4480	5	3523
11/4/2002	LC06	9	4	2560	10	7037
11/4/2002	LC06	17	12	7680	4	3246
11/4/2002	LC06	29	11	7040	8	6753
11/4/2002	LC06	1004	14	8960	10	8178
11/4/2002	LC06	1007	5	3200	18	13377
11/4/2002	LC06	1261	12	7680	1	754
11/4/2002	RB38	3	14	12320	14	14276
11/4/2002	RB38	9	4	3520	2	2000
11/4/2002	RB38	13	7	6160	7	7242
11/4/2002	RB38	14	10	8800	7	6629
11/4/2002	RB38	23	3	2640	9	8179
11/4/2002	RB38	24	13	11440	6	5823
11/4/2002	RB38	1004	11	9680	2	1855
11/4/2002	RB38	1028	5	4400	6	5571
11/4/2002	RB38	1032	10	8800	3	3190
11/4/2002	RB44	2	14	16100	9	9865
11/4/2002	RB44	6	14	16100	9	9896
11/4/2002	RB44	14	4	4600	4	4348
11/4/2002	RB44	16	24	27600	30	31848
11/4/2002	RB44	23	3	3450	13	12369
11/4/2002	RB44	24	4	4600	27	31950
11/4/2002	RB44	32	14	16100	13	16396
11/4/2002	RB44	1004	3	3450	5	6321
11/4/2002	RB44	1005	4	4600	10	10466
11/4/2002	RB44	1007	1	1150	2	2024
11/4/2002	RB44	1020	4	4600	15	18441
11/4/2002	RB44	1033	10	11500	9	11215
11/4/2002	RC27	5	2	980	3	1451
11/4/2002	RC27	7	10	4900	14	7413
11/4/2002	RC27	16	3	1470	3	1666
11/4/2002	RC27	18	9	4410	13	7372
11/4/2002	RC27	29	6	2940	14	8077
11/4/2002	RC27	1004	2	980	13	7604
11/4/2002	RC27	1033	15	7350	23	11354
11/4/2002	RC32	5	4	2360	3	1590
11/4/2002	RC32	6	4	2360	2	1066
11/4/2002	RC32	13	11	6490	12	8087
11/4/2002	RC32	23	9	5310	13	8071
11/4/2002	RC32	24	6	3540	10	7263
11/4/2002	RC32	25	7	4130	13	8186
11/4/2002	RC32	29	10	5900	15	10631
11/4/2002	RC32	1004	4	2360	10	6966
11/4/2002	RC32	1005	3	1770	4	2955
11/4/2002	RC32	1007	2	1180	10	6560
11/4/2002	RC32	1016	8	4720	10	6152
12/4/2002	AC08	2	11	5610	12	6769
12/4/2002	AC08	6	3	1530	8	3810
12/4/2002	AC08	9	6	3060	7	4069
12/4/2002	AC08	17	6	3060	10	5842
12/4/2002	AC08	24	11	5610	5	2403
12/4/2002	AC08	29	15	7650	18	7695
12/4/2002	AC08	32	13	6630	12	7009
12/4/2002	AC08	1004	14	7140	4	2011
12/4/2002	AC08	1005	15	7650	14	7566
12/4/2002	AC08	1007	4	2040	6	3329
12/4/2002	AC08	1021	12	6120	9	4423
12/4/2002	AC08	1032	8	4080	11	6195
12/4/2002	FB04	1032	4	2100	2	841
12/4/2002	FB04	1033	7	3675	5	2968
12/4/2002	FB06	14	9	6300	8	7148
12/4/2002	FB06	17	14	9800	13	10002
12/4/2002	FB06	23	14	9800	2	1725
12/4/2002	FC04	2	11	3300	6	1509
12/4/2002	FC04	6	9	2700	10	3272
12/4/2002	FC04	13	15	4500	4	1709
12/4/2002	FC04	23	9	2700	3	852
12/4/2002	FC04	1017	5	1500	9	2368
12/4/2002	FC04	1033	23	6900	9	2862
12/4/2002	LB08	6	10	9000	15	13948
12/4/2002	LB08	9	5	4500	3	3384
12/4/2002	LB08	13	4	3600	7	5676
12/4/2002	LB08	14	14	12600	15	15797
12/4/2002	LB08	16	15	13500	20	18457
12/4/2002	LB08	17	2	1800	10	7516
12/4/2002	LB08	23	6	5400	14	12592
12/4/2002	LB08	24	12	10800	17	17555
12/4/2002	LB08	32	4	3600	3	3357
12/4/2002	LC06	1	14	8960	5	2998
12/4/2002	LC06	3	10	6400	14	10201
12/4/2002	LC06	7	8	5120	2	1596
12/4/2002	LC06	14	11	7040	19	12576
12/4/2002	LC06	17	10	6400	11	7733
12/4/2002	LC06	18	6	3840	5	2983
12/4/2002	LC06	29	8	5120	5	3385
12/4/2002	LC06	1004	15	9600	9	7550
12/4/2002	LC06	1005	7	4480	6	4876
12/4/2002	RB38	1	4	3520	9	8202
12/4/2002	RB38	3	3	2640	3	3027
12/4/2002	RB38	6	6	5280	12	11407
12/4/2002	RB38	7	12	10560	17	14478
12/4/2002	RB38	9	6	5280	2	2023
12/4/2002	RB38	14	11	9680	23	23168
12/4/2002	RB38	16	5	4400	1	850
12/4/2002	RB38	28	3	2640	5	5005
12/4/2002	RB38	1004	12	10560	5	4369
12/4/2002	RB38	1005	8	7040	14	11127
12/4/2002	RB44	1	14	16100	14	13405
12/4/2002	RB44	5	10	11500	9	11762
12/4/2002	RB44	16	12	13800	6	6666
12/4/2002	RB44	1005	5	5750	12	13169
12/4/2002	RB44	1007	5	5750	9	11954
12/4/2002	RC27	7	5	2450	12	7017
12/4/2002	RC27	14	4	1960	8	4605
12/4/2002	RC27	25	5	2450	13	5689
12/4/2002	RC27	32	5	2450	10	4203
12/4/2002	RC27	1005	3	1470	8	3388
12/4/2002	RC27	1021	8	3920	7	2940
12/4/2002	RC32	2	22	12980	19	11671
12/4/2002	RC32	3	9	5310	7	4456
12/4/2002	RC32	6	3	1770	6	3910
12/4/2002	RC32	7	13	7670	7	4803
12/4/2002	RC32	9	23	13570	18	10264
12/4/2002	RC32	18	13	7670	4	2275
12/4/2002	RC32	24	7	4130	13	7590
12/4/2002	RC32	32	4	2360	7	4682
12/4/2002	RC32	1004	2	1180	5	2686
12/4/2002	RC32	1028	12	7080	9	5150
12/4/2002	RC32	1033	15	8850	11	6975
13/4/2002	AC08	1	1	510	9	4181
13/4/2002	AC08	2	11	5610	4	2131
13/4/2002	AC08	3	13	6630	5	2236
13/4/2002	AC08	5	13	6630	1	517
13/4/2002	AC08	7	6	3060	5	2810
13/4/2002	AC08	14	10	5100	9	4186
13/4/2002	AC08	15	5	2550	5	2787
13/4/2002	AC08	17	10	5100	14	6971
13/4/2002	AC08	25	4	2040	9	4450
13/4/2002	AC08	1004	17	8670	22	12062
13/4/2002	AC08	1005	28	14280	16	8015
13/4/2002	AC08	1007	15	7650	15	6988
13/4/2002	AC08	1018	13	6630	9	5259
13/4/2002	AC08	1019	4	2040	13	5762
13/4/2002	AC08	1033	15	7650	14	7350
13/4/2002	FB04	5	12	6300	9	5485
13/4/2002	FB04	7	1	525	10	5106
13/4/2002	FB04	15	13	6825	7	3785
13/4/2002	FB04	17	3	1575	10	5411
13/4/2002	FB04	18	3	1575	4	1659
13/4/2002	FB04	23	11	5775	11	5036
13/4/2002	FB04	1032	13	6825	17	9897
13/4/2002	FB06	9	9	6300	13	8208
13/4/2002	FB06	13	9	6300	15	9520
13/4/2002	FB06	16	4	2800	2	1264
13/4/2002	FC04	2	22	6600	15	3715
13/4/2002	FC04	7	22	6600	12	3978
13/4/2002	FC04	9	10	3000	8	2221
13/4/2002	FC04	18	7	2100	3	1136
13/4/2002	FC04	1004	14	4200	15	6179
13/4/2002	FC04	1007	8	2400	5	1343
13/4/2002	FC04	1032	14	4200	14	4901
13/4/2002	LB08	1	17	15300	17	17494
13/4/2002	LB08	3	21	18900	8	7051
13/4/2002	LB08	5	11	9900	18	20526
13/4/2002	LB08	6	2	1800	7	5880
13/4/2002	LB08	7	8	7200	17	16536
13/4/2002	LB08	14	6	5400	5	4460
13/4/2002	LB08	18	1	900	12	10972
13/4/2002	LB08	23	14	12600	12	13752
13/4/2002	LB08	1004	10	9000	1	926
13/4/2002	LB08	1007	4	3600	10	11405
13/4/2002	LB08	1032	9	8100	7	6884
13/4/2002	LC06	16	4	2560	5	3036
13/4/2002	LC06	17	2	1280	13	8652
13/4/2002	LC06	29	7	4480	8	5842
13/4/2002	LC06	1005	9	5760	7	4966
13/4/2002	RB38	1	5	4400	13	13504
13/4/2002	RB38	2	9	7920	5	4659
13/4/2002	RB38	5	1	880	5	4519
13/4/2002	RB38	6	8	7040	8	8283
13/4/2002	RB38	7	2	1760	12	11939
13/4/2002	RB38	13	2	1760	2	1636
13/4/2002	RB38	14	6	5280	10	8480
13/4/2002	RB38	23	1	880	6	6349
13/4/2002	RB38	28	14	12320	19	18022
13/4/2002	RB38	29	8	7040	4	3534
13/4/2002	RB38	1004	4	3520	10	8519
13/4/2002	RB38	1005	6	5280	13	12944
13/4/2002	RB38	1007	17	14960	8	7880
13/4/2002	RB38	1033	11	9680	6	5982
13/4/2002	RB44	3	14	16100	14	17620
13/4/2002	RB44	5	6	6900	8	10165
13/4/2002	RB44	6	6	6900	6	6956
13/4/2002	RB44	7	3	3450	11	12976
13/4/2002	RB44	23	4	4600	8	9414
13/4/2002	RB44	24	13	14950	2	1842
13/4/2002	RB44	29	13	14950	2	2017
13/4/2002	RB44	32	1	1150	2	2511
13/4/2002	RC27	2	5	2450	9	4285
13/4/2002	RC27	3	1	490	1	499
13/4/2002	RC27	9	14	6860	14	6705
13/4/2002	RC27	18	12	5880	3	1526
13/4/2002	RC27	25	7	3430	12	4988
13/4/2002	RC27	29	11	5390	10	5886
13/4/2002	RC27	32	10	4900	1	534
13/4/2002	RC27	1007	6	2940	2	1142
13/4/2002	RC27	1264	12	5880	7	3542
13/4/2002	RC32	3	8	4720	3	2042
13/4/2002	RC32	5	15	8850	16	10532
13/4/2002	RC32	6	12	7080	9	4985
13/4/2002	RC32	9	16	9440	7	3905
13/4/2002	RC32	15	2	1180	13	6990
13/4/2002	RC32	16	1	590	10	6612
13/4/2002	RC32	18	10	5900	7	4860
13/4/2002	RC32	28	3	1770	10	7199
13/4/2002	RC32	29	13	7670	2	1090
13/4/2002	RC32	1033	11	6490	7	4611
14/4/2002	AC08	6	14	7140	5	2689
14/4/2002	AC08	7	7	3570	10	4832
14/4/2002	AC08	13	6	3060	11	4927
14/4/2002	AC08	17	13	6630	8	3970
14/4/2002	AC08	1005	14	7140	4	1925
14/4/2002	AC08	1007	7	3570	3	1659
14/4/2002	AC08	1032	3	1530	6	2894
14/4/2002	FB04	3	4	2100	12	5311
14/4/2002	FB04	7	13	6825	12	7111
14/4/2002	FB04	13	17	8925	20	11553
14/4/2002	FB04	32	17	8925	16	7747
14/4/2002	FB04	1015	7	3675	11	5161
14/4/2002	FB06	9	13	9100	10	8910
14/4/2002	FB06	28	1	700	9	5429
14/4/2002	FB06	1004	3	2100	1	665
14/4/2002	FC04	3	18	5400	22	8721
14/4/2002	FC04	5	14	4200	11	4079
14/4/2002	FC04	9	7	2100	5	1729
14/4/2002	FC04	28	6	1800	13	5044
14/4/2002	FC04	29	10	3000	9	3332
14/4/2002	FC04	1007	11	3300	2	667
14/4/2002	FC04	1032	13	3900	5	1686
14/4/2002	FC04	1033	17	5100	17	5234
14/4/2002	LB08	14	11	9900	13	13950
14/4/2002	LB08	15	31	27900	28	27838
14/4/2002	LC06	3	2	1280	5	4235
14/4/2002	LC06	9	10	6400	13	8453
14/4/2002	LC06	28	26	16640	18	10979
14/4/2002	LC06	29	8	5120	2	1721
14/4/2002	LC06	1005	7	4480	3	2444
14/4/2002	LC06	1033	9	5760	3	2068
14/4/2002	RB38	5	9	7920	1	873
14/4/2002	RB38	14	12	10560	7	6786
14/4/2002	RB38	15	21	18480	15	13775
14/4/2002	RB38	1004	9	7920	10	9696
14/4/2002	RB38	1007	8	7040	14	14011
14/4/2002	RB38	1017	9	7920	3	3011
14/4/2002	RB44	1	5	5750	4	4751
14/4/2002	RB44	3	7	8050	10	10346
14/4/2002	RB44	15	4	4600	3	2853
14/4/2002	RB44	18	7	8050	8	7639
14/4/2002	RB44	23	11	12650	5	5544
14/4/2002	RB44	29	6	6900	2	2165
14/4/2002	RB44	32	1	1150	5	5823
14/4/2002	RB44	1007	6	6900	4	3621
14/4/2002	RC27	2	16	7840	20	9224
14/4/2002	RC27	16	3	1470	2	982
14/4/2002	RC27	23	12	5880	12	5972
14/4/2002	RC27	24	10	4900	9	3788
14/4/2002	RC27	29	12	5880	15	7532
14/4/2002	RC32	1	9	5310	6	3780
14/4/2002	RC32	6	11	6490	13	8353
14/4/2002	RC32	15	10	5900	6	4040
14/4/2002	RC32	18	12	7080	14	8342
14/4/2002	RC32	23	35	20650	27	17570
14/4/2002	RC32	24	8	4720	2	1400
14/4/2002	RC32	25	9	5310	2	1216
14/4/2002	RC32	28	13	7670	8	4340
14/4/2002	RC32	32	9	5310	11	7730
14/4/2002	RC32	1005	10	5900	5	2688
14/4/2002	RC32	1007	20	11800	22	12720
15/4/2002	AC08	5	7	3570	10	5304
15/4/2002	AC08	9	2	1020	12	5273
15/4/2002	AC08	13	24	12240	9	4795
15/4/2002	AC08	23	8	4080	12	5985
15/4/2002	AC08	28	15	7650	14	7632
15/4/2002	AC08	32	5	2550	3	1456
15/4/2002	AC08	1005	3	1530	12	6186
15/4/2002	AC08	1032	7	3570	15	6428
15/4/2002	AC08	1033	3	1530	10	4677
15/4/2002	FB04	6	3	1575	12	5077
15/4/2002	FB04	15	1	525	13	6336
15/4/2002	FB04	23	9	4725	4	2046
15/4/2002	FB04	24	8	4200	9	4888
15/4/2002	FB04	1032	9	4725	10	4539
15/4/2002	FB06	2	12	8400	15	9073
15/4/2002	FB06	9	4	2800	5	4481
15/4/2002	FB06	13	10	7000	6	4659
15/4/2002	FB06	18	13	9100	8	7159
15/4/2002	FB06	25	15	10500	20	13505
15/4/2002	FB06	28	6	4200	10	7338
15/4/2002	FB06	1004	15	10500	10	8591
15/4/2002	FB06	1007	9	6300	1	632
15/4/2002	FB06	1019	7	4900	7	5961
15/4/2002	FC04	15	13	3900	3	847
15/4/2002	FC04	28	6	1800	15	6480
15/4/2002	FC04	1032	8	2400	21	6478
